업소일련번호,업소명,동명,주소,면적(㎡),전화번호,업종,품목코드,품목,가격(원),점검일자,구명
1.41889E+12,신성식당,면목동,서울특별시 중랑구 겸재로 202 (면목동),,02-437-4132,한식,1.41862E+12,김치찌개 백반,,58:31.0,중랑구
1.502E+12,후후스시,면목동,서울특별시 중랑구 겸재로 198 (면목동 건원 베스트원),,02-438-9800,일식,1.41862E+12,생선초밥,12000,57:19.0,중랑구
1.43468E+12,맛닭꼬,면목동,서울특별시 중랑구 겸재로 197 (면목동),,02-492-3392,기타음식업,1.41862E+12,치킨,10900,57:05.0,중랑구
1.41889E+12,삼대냉면,면목동,서울특별시 중랑구 겸재로 193 (면목동),,02-435-9204,한식,1.41862E+12,냉면(물),8000,56:42.0,중랑구
1.41889E+12,삼대냉면,면목동,서울특별시 중랑구 겸재로 193 (면목동),,02-435-9204,한식,1.41862E+12,칼국수,8000,56:42.0,중랑구
1.61165E+12,한국통닭,면목동,서울특별시 중랑구 겸재로 191 (면목동),,,기타음식업,1.41862E+12,치킨,5000,56:17.0,중랑구
1.61165E+12,당구박사,면목동,서울특별시 중랑구 겸재로 185 (면목동),,02-433-5659,기타서비스,1.41862E+12,당구장 이용료,9000,55:38.0,중랑구
1.41889E+12,복지 이발관,면목동,서울특별시 중랑구 겸재로 167 (면목동) 2층,,,미용업,1.41862E+12,미용료 (커트),,43:50.0,중랑구
1.61165E+12,3번출구,면목동,서울특별시 중랑구 겸재로 167 (면목동),,,기타서비스,1.41862E+12,노래방 이용료,,43:34.0,중랑구
1.56334E+12,나주곰탕,면목동,서울특별시 중랑구 겸재로 166 (면목동),,02-432-4588,한식,1.41862E+12,삼계탕,12000,43:17.0,중랑구
1.56334E+12,나주곰탕,면목동,서울특별시 중랑구 겸재로 166 (면목동),,02-432-4588,한식,1.41862E+12,갈비탕,11000,43:17.0,중랑구
1.56335E+12,하담헤어살롱,면목동,서울특별시 중랑구 겸재로 164 (면목동),,02-493-1248,미용업,1.41862E+12,미용료 (커트),17000,42:59.0,중랑구
1.56335E+12,하담헤어살롱,면목동,서울특별시 중랑구 겸재로 164 (면목동),,02-493-1248,미용업,1.41862E+12,미용료 (파마),,42:59.0,중랑구
1.44619E+12,짜장나루,면목동,서울특별시 중랑구 겸재로 161 (면목동),,02-494-4774,중식,1.41862E+12,짬뽕,4500,42:38.0,중랑구
1.44619E+12,짜장나루,면목동,서울특별시 중랑구 겸재로 161 (면목동),,02-494-4774,중식,1.41862E+12,자장면,3500,42:38.0,중랑구
1.44619E+12,짜장나루,면목동,서울특별시 중랑구 겸재로 161 (면목동),,02-494-4774,중식,1.41862E+12,탕수육,13000,42:38.0,중랑구
1.41889E+12,썬더치킨,면목동,서울특별시 중랑구 겸재로 1001층 (면목동),,02-432-7748,기타음식업,1.41862E+12,치킨,11000,42:08.0,중랑구
1.41889E+12,손가네갈비쌈밥,면목동,서울특별시 중랑구 겸재로 157-1 (면목동),,02-434-4970,한식,1.41862E+12,돼지갈비(외식),,41:54.0,중랑구
1.41889E+12,손가네갈비쌈밥,면목동,서울특별시 중랑구 겸재로 157-1 (면목동),,02-434-4970,한식,1.41862E+12,냉면(물),,41:54.0,중랑구
1.41889E+12,손가네갈비쌈밥,면목동,서울특별시 중랑구 겸재로 157-1 (면목동),,02-434-4970,한식,1.41862E+12,김치찌개 백반,,41:54.0,중랑구
1.41889E+12,손가네갈비쌈밥,면목동,서울특별시 중랑구 겸재로 157-1 (면목동),,02-434-4970,한식,1.41862E+12,삼겹살,,41:54.0,중랑구
1.41889E+12,손가네갈비쌈밥,면목동,서울특별시 중랑구 겸재로 157-1 (면목동),,02-434-4970,한식,1.41862E+12,된장찌개 백반,,41:54.0,중랑구
1.41889E+12,손가네갈비쌈밥,면목동,서울특별시 중랑구 겸재로 157-1 (면목동),,02-434-4970,한식,1.41862E+12,삼계탕,,41:54.0,중랑구
1.41889E+12,손가네갈비쌈밥,면목동,서울특별시 중랑구 겸재로 157-1 (면목동),,02-434-4970,한식,1.41862E+12,갈비탕,,41:54.0,중랑구
1.41889E+12,손가네갈비쌈밥,면목동,서울특별시 중랑구 겸재로 157-1 (면목동),,02-434-4970,한식,1.41862E+12,쇠고기(외식),,41:54.0,중랑구
1.41889E+12,정희미용실,개포동,서울특별시 강남구 삼성로 38 2층 (개포동),0,3411-0405,미용업,1.41862E+12,미용료 (파마),55000,00:00.0,강남구
1.41889E+12,정희미용실,개포동,서울특별시 강남구 삼성로 38 2층 (개포동),0,3411-0405,미용업,1.41862E+12,미용료 (커트),17000,00:00.0,강남구
1.41889E+12,미소헤어,자양동,서울특별시 광진구 능동로4길 51 (자양동),,02-446-2524,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,미용대학,자양동,서울특별시 광진구 뚝섬로33길 20,,02-456-0587,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.41889E+12,미용대학,자양동,서울특별시 광진구 뚝섬로33길 20,,02-456-0587,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,이도희머리방,자양동,서울특별시 광진구 아차산로36길 35,,02-446-9924,미용업,1.41862E+12,미용료 (파마),15000,00:00.0,광진구
1.41889E+12,이도희머리방,자양동,서울특별시 광진구 아차산로36길 35,,02-446-9924,미용업,1.41862E+12,미용료 (커트),5000,00:00.0,광진구
1.41889E+12,레이나헤어,구의동,서울특별시 광진구 광나루로56길 32,18,02-3437-6363,미용업,1.41862E+12,미용료 (파마),60000,00:00.0,광진구
1.41889E+12,레이나헤어,구의동,서울특별시 광진구 광나루로56길 32,18,02-3437-6363,미용업,1.41862E+12,미용료 (커트),17000,00:00.0,광진구
1.41889E+12,서희그아름다운미용실,구의동,서울특별시 광진구 광나루로37길 14 (구의동),,02-454-4589,미용업,1.41862E+12,미용료 (파마),35000,00:00.0,광진구
1.41889E+12,서희그아름다운미용실,구의동,서울특별시 광진구 광나루로37길 14 (구의동),,02-454-4589,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,장헤어,중곡동,서울특별시 광진구 답십리로 376 (중곡동),30,02-000-0000,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,장헤어,중곡동,서울특별시 광진구 답십리로 376 (중곡동),30,02-000-0000,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,로이헤어,구의동,서울특별시 광진구 광나루로36길 23 (구의동),,02-446-0710,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.41889E+12,로이헤어,구의동,서울특별시 광진구 광나루로36길 23 (구의동),,02-446-0710,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.59644E+12,히엘 구의점,구의동,서울특별시 광진구 광나루로37길 24 (구의동),,458-2900,미용업,1.41862E+12,미용료 (파마),80000,00:00.0,광진구
1.59644E+12,히엘 구의점,구의동,서울특별시 광진구 광나루로37길 24 (구의동),,458-2900,미용업,1.41862E+12,미용료 (커트),25000,00:00.0,광진구
1.41889E+12,조희미용실,자양동,서울특별시 광진구 뚝섬로52나길 25 (자양동),,02-447-0658,미용업,1.41862E+12,미용료 (파마),25000,00:00.0,광진구
1.41889E+12,조희미용실,자양동,서울특별시 광진구 뚝섬로52나길 25 (자양동),,02-447-0658,미용업,1.41862E+12,미용료 (커트),8000,00:00.0,광진구
1.55486E+12,헬로제이샵,자양동,서울특별시 광진구 뚝섬로 602-1 (자양동),,02-454-0725,미용업,1.41862E+12,미용료 (파마),50000,00:00.0,광진구
1.55486E+12,헬로제이샵,자양동,서울특별시 광진구 뚝섬로 602-1 (자양동),,02-454-0725,미용업,1.41862E+12,미용료 (커트),14000,00:00.0,광진구
1.41889E+12,수지헤어샵,자양동,서울특별시 광진구 능동로3길 54 (자양동) (자양4-2),,02-462-2030,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,수지헤어샵,자양동,서울특별시 광진구 능동로3길 54 (자양동) (자양4-2),,02-462-2030,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,머리의요정,구의동,서울특별시 광진구 구의강변로 50 (구의동),,02-453 -7015,미용업,1.41862E+12,미용료 (파마),50000,00:00.0,광진구
1.41889E+12,머리의요정,구의동,서울특별시 광진구 구의강변로 50 (구의동),,02-453 -7015,미용업,1.41862E+12,미용료 (커트),18000,00:00.0,광진구
1.53966E+12,성희헤어카페,자양동,서울특별시 광진구 뚝섬로54길 8 (자양동),,02-575-8019,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.53966E+12,성희헤어카페,자양동,서울특별시 광진구 뚝섬로54길 8 (자양동),,02-575-8019,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,쎄씨헤어라인,자양동,서울특별시 광진구 뚝섬로 601 (자양동),,02-455-2048,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,쎄씨헤어라인,자양동,서울특별시 광진구 뚝섬로 601 (자양동),,02-455-2048,미용업,1.41862E+12,미용료 (커트),16000,00:00.0,광진구
1.41889E+12,칠보미용실,구의동,서울특별시 광진구 광나루로40길 7 (구의동),,02-447-1719,미용업,1.41862E+12,미용료 (파마),50000,00:00.0,광진구
1.41889E+12,칠보미용실,구의동,서울특별시 광진구 광나루로40길 7 (구의동),,02-447-1719,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,은빈미용실,자양동,서울특별시 광진구 자양로15길 109-1 (자양동),,02-452-8614,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,은빈미용실,자양동,서울특별시 광진구 자양로15길 109-1 (자양동),,02-452-8614,미용업,1.41862E+12,미용료 (커트),11000,00:00.0,광진구
1.41889E+12,강미선헤어짱,중곡동,서울특별시 광진구 천호대로121길 54 (중곡동),,02-452-4144,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,강미선헤어짱,중곡동,서울특별시 광진구 천호대로121길 54 (중곡동),,02-452-4144,미용업,1.41862E+12,미용료 (커트),7000,00:00.0,광진구
1.41889E+12,갤러리아미용실,중곡동,서울특별시 광진구 긴고랑로36길 26 (중곡동),,02-457-6616,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,갤러리아미용실,중곡동,서울특별시 광진구 긴고랑로36길 26 (중곡동),,02-457-6616,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.49637E+12,정원미용실,중곡동,서울특별시 광진구 능동로47길 37-10 (중곡동),,02-0000-0000,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.49637E+12,정원미용실,중곡동,서울특별시 광진구 능동로47길 37-10 (중곡동),,02-0000-0000,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,오주연헤어샵,구의동,서울특별시 광진구 광나루로52길 38 (구의동),,02-456 -7476,미용업,1.41862E+12,미용료 (파마),35000,00:00.0,광진구
1.41889E+12,오주연헤어샵,구의동,서울특별시 광진구 광나루로52길 38 (구의동),,02-456 -7476,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,헤어스토리,중곡동,서울특별시 광진구 면목로 174 (중곡동),,02-498-7578,미용업,1.41862E+12,미용료 (파마),55000,00:00.0,광진구
1.41889E+12,헤어스토리,중곡동,서울특별시 광진구 면목로 174 (중곡동),,02-498-7578,미용업,1.41862E+12,미용료 (커트),16500,00:00.0,광진구
1.55486E+12,쁘띠헤어,구의동,서울특별시 광진구 구의로 34 (구의동),,02-466-9760,미용업,1.41862E+12,미용료 (파마),25000,00:00.0,광진구
1.55486E+12,쁘띠헤어,구의동,서울특별시 광진구 구의로 34 (구의동),,02-466-9760,미용업,1.41862E+12,미용료 (커트),8000,00:00.0,광진구
1.41889E+12,헤어그룹,자양동,서울특별시 광진구 뚝섬로 515 (자양동) (자양4-1),,02-463-4443,미용업,1.41862E+12,미용료 (파마),35000,00:00.0,광진구
1.41889E+12,헤어그룹,자양동,서울특별시 광진구 뚝섬로 515 (자양동) (자양4-1),,02-463-4443,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,투투헤어샵,구의동,서울특별시 광진구 뚝섬로67길 9 (구의동),,02-453-2954,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,투투헤어샵,구의동,서울특별시 광진구 뚝섬로67길 9 (구의동),,02-453-2954,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.46467E+12,꿈결헤어,자양동,서울특별시 광진구 아차산로 290 (자양동),,02-447-2201,미용업,1.41862E+12,미용료 (파마),70000,00:00.0,광진구
1.46467E+12,꿈결헤어,자양동,서울특별시 광진구 아차산로 290 (자양동),,02-447-2201,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.41889E+12,하이컬케어,군자동,서울특별시 광진구 군자로 134 (군자동),,02-498-8878,미용업,1.41862E+12,미용료 (파마),45000,00:00.0,광진구
1.41889E+12,하이컬케어,군자동,서울특별시 광진구 군자로 134 (군자동),,02-498-8878,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,헤어쟁이yoo,구의동,서울특별시 광진구 자양로47길 1 (구의동),,02-461-8733,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.41889E+12,헤어쟁이yoo,구의동,서울특별시 광진구 자양로47길 1 (구의동),,02-461-8733,미용업,1.41862E+12,미용료 (커트),13000,00:00.0,광진구
1.47799E+12,미쉘,구의동,서울특별시 광진구 자양로 102-1 (구의동),,02-499-9523,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.47799E+12,미쉘,구의동,서울특별시 광진구 자양로 102-1 (구의동),,02-499-9523,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,이화미용,자양동,서울특별시 광진구 자양로15길 47 (자양동),,02-452-7101,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,이화미용,자양동,서울특별시 광진구 자양로15길 47 (자양동),,02-452-7101,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,미도미용실,중곡동,서울특별시 광진구 긴고랑로 149 (중곡동 대영아파트),,02-458-0916,미용업,1.41862E+12,미용료 (파마),25000,00:00.0,광진구
1.41889E+12,미도미용실,중곡동,서울특별시 광진구 긴고랑로 149 (중곡동 대영아파트),,02-458-0916,미용업,1.41862E+12,미용료 (커트),8000,00:00.0,광진구
1.41889E+12,민들레,중곡동,서울특별시 광진구 능동로48길 21 (중곡동),,,미용업,1.41862E+12,미용료 (파마),25000,00:00.0,광진구
1.41889E+12,민들레,중곡동,서울특별시 광진구 능동로48길 21 (중곡동),,,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,그린미용실,중곡동,서울특별시 광진구 능동로38길 17 (중곡동),,02-447-1784,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,그린미용실,중곡동,서울특별시 광진구 능동로38길 17 (중곡동),,02-447-1784,미용업,1.41862E+12,미용료 (커트),9000,00:00.0,광진구
1.41889E+12,행운미용실,구의동,서울특별시 광진구 자양로 309 (구의동),,02-2201-8963,미용업,1.41862E+12,미용료 (파마),20000,00:00.0,광진구
1.41889E+12,행운미용실,구의동,서울특별시 광진구 자양로 309 (구의동),,02-2201-8963,미용업,1.41862E+12,미용료 (커트),7000,00:00.0,광진구
1.52645E+12,정다운헤어,화양동,서울특별시 광진구 군자로3길 1 (화양동),,02-464-8067,미용업,1.41862E+12,미용료 (파마),35000,00:00.0,광진구
1.52645E+12,정다운헤어,화양동,서울특별시 광진구 군자로3길 1 (화양동),,02-464-8067,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,성희헤어카페,자양동,서울특별시 광진구 뚝섬로54길 8 (자양동),,02-575-8019,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,성희헤어카페,자양동,서울특별시 광진구 뚝섬로54길 8 (자양동),,02-575-8019,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,고은머리,군자동,서울특별시 광진구 동일로60길 14 (군자동),0,00-000-0000,미용업,1.41862E+12,미용료 (파마),60000,00:00.0,광진구
1.41889E+12,고은머리,군자동,서울특별시 광진구 동일로60길 14 (군자동),0,00-000-0000,미용업,1.41862E+12,미용료 (커트),20000,00:00.0,광진구
1.41889E+12,옹이아트헤어,구의동,서울특별시 광진구 광나루로36길 72 (구의동),,02-453-5569,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.41889E+12,옹이아트헤어,구의동,서울특별시 광진구 광나루로36길 72 (구의동),,02-453-5569,미용업,1.41862E+12,미용료 (커트),13000,00:00.0,광진구
1.58077E+12,더펌헤어,자양동,서울특별시 광진구 뚝섬로56길 29 (자양동),,02-454-1179,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.58077E+12,더펌헤어,자양동,서울특별시 광진구 뚝섬로56길 29 (자양동),,02-454-1179,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,파마세상,중곡동,서울특별시 광진구 긴고랑로7길 80 (중곡동),,02-466-7906,미용업,1.41862E+12,미용료 (파마),15000,00:00.0,광진구
1.41889E+12,파마세상,중곡동,서울특별시 광진구 긴고랑로7길 80 (중곡동),,02-466-7906,미용업,1.41862E+12,미용료 (커트),5000,00:00.0,광진구
1.41889E+12,궁전헤어클럽,군자동,서울특별시 광진구 군자로 81 (군자동),,02-466-6556,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.41889E+12,궁전헤어클럽,군자동,서울특별시 광진구 군자로 81 (군자동),,02-466-6556,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.60983E+12,여기는미용실,구의동,서울특별시 광진구 천호대로131길 7 (구의동 삼화빌딩),,02-444-1587,미용업,1.41862E+12,미용료 (파마),45000,00:00.0,광진구
1.60983E+12,여기는미용실,구의동,서울특별시 광진구 천호대로131길 7 (구의동 삼화빌딩),,02-444-1587,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.59919E+12,헤어뉴스,구의동,서울특별시 광진구 자양로18길 70 (구의동),,02-452-6836,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.59919E+12,헤어뉴스,구의동,서울특별시 광진구 자양로18길 70 (구의동),,02-452-6836,미용업,1.41862E+12,미용료 (커트),13000,00:00.0,광진구
1.41889E+12,이철헤어커커,자양동,서울특별시 광진구 아차산로 272 (자양동 더샵스타시티),,02-453-2326,미용업,1.41862E+12,미용료 (파마),80000,00:00.0,광진구
1.41889E+12,이철헤어커커,자양동,서울특별시 광진구 아차산로 272 (자양동 더샵스타시티),,02-453-2326,미용업,1.41862E+12,미용료 (커트),25000,00:00.0,광진구
1.41889E+12,헤어콘서트,자양동,서울특별시 광진구 뚝섬로27길 33 (자양동),,02-462-7247,미용업,1.41862E+12,미용료 (파마),35000,00:00.0,광진구
1.41889E+12,헤어콘서트,자양동,서울특별시 광진구 뚝섬로27길 33 (자양동),,02-462-7247,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,마샤헤어,자양동,서울특별시 광진구 아차산로 244 (자양동) (자양4-1),,02-499-5177,미용업,1.41862E+12,미용료 (파마),55000,00:00.0,광진구
1.41889E+12,마샤헤어,자양동,서울특별시 광진구 아차산로 244 (자양동) (자양4-1),,02-499-5177,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.41889E+12,SM프로헤어,화양동,서울특별시 광진구 능동로13길 10 (화양동),,02-469-5296,미용업,1.41862E+12,미용료 (파마),60000,00:00.0,광진구
1.41889E+12,SM프로헤어,화양동,서울특별시 광진구 능동로13길 10 (화양동),,02-469-5296,미용업,1.41862E+12,미용료 (커트),16000,00:00.0,광진구
1.54753E+12,봄헤어,구의동,서울특별시 광진구 광나루로30나길 23 (구의동),,02-000-0000,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.54753E+12,봄헤어,구의동,서울특별시 광진구 광나루로30나길 23 (구의동),,02-000-0000,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.52878E+12,미유,구의동,서울특별시 광진구 구의강변로3길 19 (구의동),,026015-2205,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.52878E+12,미유,구의동,서울특별시 광진구 구의강변로3길 19 (구의동),,026015-2205,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.41889E+12,라우헤어살롱,구의동,서울특별시 광진구 자양로26길 84 (구의동),,070-4065-1008,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.41889E+12,라우헤어살롱,구의동,서울특별시 광진구 자양로26길 84 (구의동),,070-4065-1008,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.41889E+12,3H HAIR,화양동,서울특별시 광진구 능동로 133-1 (화양동),,02-498-1639,미용업,1.41862E+12,미용료 (파마),50000,00:00.0,광진구
1.41889E+12,3H HAIR,화양동,서울특별시 광진구 능동로 133-1 (화양동),,02-498-1639,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.41889E+12,Y스타일,화양동,서울특별시 광진구 능동로 147-1 (화양동),,02-467-7779,이용업,1.41862E+12,이용료(커트),18000,00:00.0,광진구
1.41889E+12,Y스타일,화양동,서울특별시 광진구 능동로 147-1 (화양동),,02-467-7779,미용업,1.41862E+12,미용료 (파마),60000,00:00.0,광진구
1.52878E+12,신이헤어,구의동,서울특별시 광진구 아차산로65길 14 (구의동 센츄리빌딩),,02-457-8711,미용업,1.41862E+12,미용료 (파마),60000,00:00.0,광진구
1.52878E+12,신이헤어,구의동,서울특별시 광진구 아차산로65길 14 (구의동 센츄리빌딩),,02-457-8711,미용업,1.41862E+12,미용료 (커트),18000,00:00.0,광진구
1.41889E+12,방은희미용실,자양동,서울특별시 광진구 아차산로40길 23 (자양동),,02-447-7018,미용업,1.41862E+12,미용료 (파마),25000,00:00.0,광진구
1.41889E+12,방은희미용실,자양동,서울특별시 광진구 아차산로40길 23 (자양동),,02-447-7018,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,하사미,중곡동,서울특별시 광진구 긴고랑로13길 47 (중곡동),,02-499-5549,미용업,1.41862E+12,미용료 (파마),50000,00:00.0,광진구
1.41889E+12,하사미,중곡동,서울특별시 광진구 긴고랑로13길 47 (중곡동),,02-499-5549,미용업,1.41862E+12,미용료 (커트),17000,00:00.0,광진구
1.4936E+12,행운헤어？,자양동,서울특별시 광진구 뚝섬로51길 65 (자양동),,02-452-3050,미용업,1.41862E+12,미용료 (파마),25000,00:00.0,광진구
1.4936E+12,행운헤어？,자양동,서울특별시 광진구 뚝섬로51길 65 (자양동),,02-452-3050,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.41889E+12,유나헤어미용실,자양동,서울특별시 광진구 뚝섬로 672 (자양동),,02-456-5343,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,유나헤어미용실,자양동,서울특별시 광진구 뚝섬로 672 (자양동),,02-456-5343,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,갤러리헤어,중곡동,서울특별시 광진구 동일로72길 46 (중곡동),,02-465-3861,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,갤러리헤어,중곡동,서울특별시 광진구 동일로72길 46 (중곡동),,02-465-3861,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.56067E+12,베르샤헤어,자양동,서울특별시 광진구 뚝섬로52가길 5 (자양동),,02-444-1599,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.56067E+12,베르샤헤어,자양동,서울특별시 광진구 뚝섬로52가길 5 (자양동),,02-444-1599,미용업,1.41862E+12,미용료 (커트),13000,00:00.0,광진구
1.41889E+12,Mr.원헤어컷,자양동,서울특별시 광진구 뚝섬로56길 14 (자양동),,02-452-3005,미용업,1.41862E+12,미용료 (파마),45000,00:00.0,광진구
1.41889E+12,Mr.원헤어컷,자양동,서울특별시 광진구 뚝섬로56길 14 (자양동),,02-452-3005,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.50763E+12,박자영헤어웨이,구의동,서울특별시 광진구 광나루로56길 34 (구의동 구의현대2단지),,02-455-3533,미용업,1.41862E+12,미용료 (파마),60000,00:00.0,광진구
1.50763E+12,박자영헤어웨이,구의동,서울특별시 광진구 광나루로56길 34 (구의동 구의현대2단지),,02-455-3533,미용업,1.41862E+12,미용료 (커트),20000,00:00.0,광진구
1.41889E+12,스타헤어샵,중곡동,서울특별시 광진구 천호대로111길 34 (중곡동),,02-453-3897,미용업,1.41862E+12,미용료 (파마),35000,00:00.0,광진구
1.41889E+12,스타헤어샵,중곡동,서울특별시 광진구 천호대로111길 34 (중곡동),,02-453-3897,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.56067E+12,퀸 헤어필,구의동,서울특별시 광진구 자양로48길 4-1 (구의동),,-,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.56067E+12,퀸 헤어필,구의동,서울특별시 광진구 자양로48길 4-1 (구의동),,-,미용업,1.41862E+12,미용료 (커트),13000,00:00.0,광진구
1.41889E+12,오정이헤어매니아,자양동,서울특별시 광진구 자양로13길 80 (자양동),,02-3436-1399,미용업,1.41862E+12,미용료 (파마),40000,00:00.0,광진구
1.41889E+12,오정이헤어매니아,자양동,서울특별시 광진구 자양로13길 80 (자양동),,02-3436-1399,미용업,1.41862E+12,미용료 (커트),13000,00:00.0,광진구
1.41889E+12,남도이용원,중곡동,서울특별시 광진구 동일로64길 13 (중곡동),,,이용업,1.41862E+12,이용료(커트),9000,00:00.0,광진구
1.41889E+12,새롬헤어,구의동,서울특별시 광진구 자양로50길 13 (구의동),,,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,새롬헤어,구의동,서울특별시 광진구 자양로50길 13 (구의동),,,미용업,1.41862E+12,미용료 (커트),13000,00:00.0,광진구
1.41889E+12,마젤헤어라인,구의동,서울특별시 광진구 자양로53길 21 (구의동),,02-458-1814,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,마젤헤어라인,구의동,서울특별시 광진구 자양로53길 21 (구의동),,02-458-1814,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.51815E+12,신데렐라뷰티샵,구의동,서울특별시 광진구 자양로43길 26 (구의동),,02-455-3378,미용업,1.41862E+12,미용료 (파마),45000,00:00.0,광진구
1.51815E+12,신데렐라뷰티샵,구의동,서울특별시 광진구 자양로43길 26 (구의동),,02-455-3378,미용업,1.41862E+12,미용료 (커트),15000,00:00.0,광진구
1.41889E+12,숲속헤어,구의동,서울특별시 광진구 자양로45길 11 (구의동),,02-446-5448,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.41889E+12,숲속헤어,구의동,서울특별시 광진구 자양로45길 11 (구의동),,02-446-5448,미용업,1.41862E+12,미용료 (커트),10000,00:00.0,광진구
1.4936E+12,헤어아이디,중곡동,서울특별시 광진구 능동로48길 75 (중곡동),,02-452-0981,미용업,1.41862E+12,미용료 (파마),30000,00:00.0,광진구
1.4936E+12,헤어아이디,중곡동,서울특별시 광진구 능동로48길 75 (중곡동),,02-452-0981,미용업,1.41862E+12,미용료 (커트),12000,00:00.0,광진구
1.41889E+12,어？헤어,군자동,서울특별시 광진구 광나루로17길 13-1 (군자동),54,02-6369-6912,미용업,1.41862E+12,미용료 (파마),100000,00:00.0,광진구
